scope,wave,native,clean_name,clean_label,native_label
pooled:EC_pooled_establishment.dta,2014,q21a3,ec_rwandan_female_workers_2014,"EC 2014: Rwandan workers, female",Rwandan Female
pooled:EC_pooled_establishment.dta,2014,q21b1,ec_foreign_workers_2014,"EC 2014: Non-Rwandan workers, total",Foreigner Total
pooled:EC_pooled_establishment.dta,2014,q21b2,ec_foreign_male_workers_2014,"EC 2014: Non-Rwandan workers, male",Foreigner Male
pooled:EC_pooled_establishment.dta,2014,q21b3,ec_foreign_female_workers_2014,"EC 2014: Non-Rwandan workers, female",Foreigner Female
pooled:EC_pooled_establishment.dta,2014,q21c1,ec_total_workers_2014,EC 2014: Total workers,TOTAL
pooled:EC_pooled_establishment.dta,2014,q21c2,ec_male_workers_2014,"EC 2014: Total workers, male",TOTAL  Male
pooled:EC_pooled_establishment.dta,2014,q21c3,ec_female_workers_2014,"EC 2014: Total workers, female",TOTAL  Female
pooled:EC_pooled_establishment.dta,"2017,2020,2023",q22,ec_registered_any_institution,EC 2017-2023: Registered with any institution,Q22. Is the establishment registered in any of the following institutions?
pooled:EC_pooled_establishment.dta,"2017,2020,2023",q22_other,ec_registered_other_text,"EC 2017-2023: Other registration institution, text",Q22. Specify other
pooled:EC_pooled_establishment.dta,"2017,2020,2023",q22a,ec_registered_sector,EC 2017-2023: Registered with the sector,Q22A Sector
pooled:EC_pooled_establishment.dta,2014,q22a1,ec_working_owners_total_2014,"EC 2014: Working owners, total",Working Owners    TOTAL
pooled:EC_pooled_establishment.dta,2014,q22a2,ec_working_owners_male_2014,"EC 2014: Working owners, male",Working Owners    MALE
pooled:EC_pooled_establishment.dta,2014,q22a3,ec_working_owners_female_2014,"EC 2014: Working owners, female",Working Owners    FEMALE
pooled:EC_pooled_establishment.dta,"2017,2020,2023",q22b,ec_registered_district,EC 2017-2023: Registered with the district,Q22B District
pooled:EC_pooled_establishment.dta,2014,q22b1,ec_unpaid_workers_total_2014,"EC 2014: Unpaid workers, total",Unpaid    TOTAL
pooled:EC_pooled_establishment.dta,2014,q22b2,ec_unpaid_workers_male_2014,"EC 2014: Unpaid workers, male",Unpaid    MALE
pooled:EC_pooled_establishment.dta,2014,q22b3,ec_unpaid_workers_female_2014,"EC 2014: Unpaid workers, female",Unpaid    FEMALE
pooled:EC_pooled_establishment.dta,"2017,2020,2023",q22c,ec_registered_rca,EC 2017-2023: Registered with the Rwanda Cooperative Agency (RCA),Q22C Rwanda cooperative Agency (RCA) only Cooperative
pooled:EC_pooled_establishment.dta,2014,q22c1,ec_apprentices_total_2014,"EC 2014: Apprentices, total",Apprentice    TOTAL
pooled:EC_pooled_establishment.dta,2014,q22c2,ec_apprentices_male_2014,"EC 2014: Apprentices, male",Apprentice    MALE
pooled:EC_pooled_establishment.dta,2014,q22c3,ec_apprentices_female_2014,"EC 2014: Apprentices, female",Apprentice    FEMALE
pooled:EC_pooled_establishment.dta,"2017,2020,2023",q22d,ec_registered_psf,EC 2017-2023: Registered with the Private Sector Federation (PSF),Q22D Private sector Federation (PSF)
pooled:EC_pooled_establishment.dta,2014,q22d1,ec_contract_under_1m_total_2014,"EC 2014: Workers on contracts under 1 month, total",<1 Months    TOTAL
pooled:EC_pooled_establishment.dta,2014,q22d2,ec_contract_under_1m_male_2014,"EC 2014: Workers on contracts under 1 month, male",<1 Months    MALE
pooled:EC_pooled_establishment.dta,2014,q22d3,ec_contract_under_1m_female_2014,"EC 2014: Workers on contracts under 1 month, female",<1 Months    FEMALE
pooled:EC_pooled_establishment.dta,"2017,2020,2023",q22e,ec_registered_rgb,EC 2017-2023: Registered with the Rwanda Governance Board (RGB),Q22E Rwanda Governance Board (RGB) only NGO
pooled:EC_pooled_establishment.dta,2014,q22e1,ec_contract_1_6m_total_2014,"EC 2014: Workers on contracts of 1 to 6 months, total",1-6 Months    TOTAL
pooled:EC_pooled_establishment.dta,2014,q22e2,ec_contract_1_6m_male_2014,"EC 2014: Workers on contracts of 1 to 6 months, male",1-6 Months    MALE
pooled:EC_pooled_establishment.dta,2014,q22e3,ec_contract_1_6m_female_2014,"EC 2014: Workers on contracts of 1 to 6 months, female",1-6 Months    FEMALE
pooled:EC_pooled_establishment.dta,"2017,2020,2023",q22f,ec_registered_rssb,EC 2017-2023: Registered with the Social Security Board (RSSB),Q22F Social Security Board (RSSB)
pooled:EC_pooled_establishment.dta,2014,q22f1,ec_contract_over_6m_total_2014,"EC 2014: Workers on contracts above 6 months, total",Above 6 Months    TOTAL
pooled:EC_pooled_establishment.dta,2014,q22f2,ec_contract_over_6m_male_2014,"EC 2014: Workers on contracts above 6 months, male",Above 6 Months    MALE
pooled:EC_pooled_establishment.dta,2014,q22f3,ec_contract_over_6m_female_2014,"EC 2014: Workers on contracts above 6 months, female",Above 6 Months    FEMALE
pooled:EC_pooled_establishment.dta,"2017,2020,2023",q22g,ec_registered_rdb,EC 2017-2023: Registered with the Rwanda Development Board (RDB),Q22G Rwanda Development Board (RDB)
pooled:EC_pooled_establishment.dta,2014,q22g1,ec_open_contract_total_2014,"EC 2014: Workers on open-ended contracts, total",Open contract    TOTAL
pooled:EC_pooled_establishment.dta,2014,q22g2,ec_open_contract_male_2014,"EC 2014: Workers on open-ended contracts, male",Open contract    MALE
pooled:EC_pooled_establishment.dta,2014,q22g3,ec_open_contract_female_2014,"EC 2014: Workers on open-ended contracts, female",Open contract    FEMALE
pooled:EC_pooled_establishment.dta,"2017,2020,2023",q22h,ec_registered_rra,EC 2017-2023: Registered with the Rwanda Revenue Authority (RRA),Q22H Rwanda Revenue Authority (RRA)
pooled:EC_pooled_establishment.dta,2014,q22h1,ec_all_workers_total_2014,"EC 2014: All workers, total",TOTAL          TOTAL
pooled:EC_pooled_establishment.dta,2014,q22h2,ec_all_workers_male_2014,"EC 2014: All workers, male",TOTAL          MALE
pooled:EC_pooled_establishment.dta,2014,q22h3,ec_all_workers_female_2014,"EC 2014: All workers, female",TOTAL          FEMALE
pooled:EC_pooled_establishment.dta,"2017,2020,2023",q22i,ec_registered_immigration,EC 2017-2023: Registered with the Directorate of Immigration and Emigration,Q22I Directorate of Immigration and Emigration
pooled:EC_pooled_establishment.dta,"2017,2020,2023",q22j,ec_registered_other,EC 2017-2023: Registered with another institution,Q22J Other
pooled:EC_pooled_establishment.dta,"2017,2020,2023",q22z,ec_registered_none,EC 2017-2023: No registration,Q22Z No registration
pooled:EC_pooled_establishment.dta,2014,q23,ec_annual_turnover_2014,"EC 2014: Annual total turnover in 2013, bracket in Rwandan francs",ANNUAL TOTAL TURNOVER IN 2013
pooled:EC_pooled_establishment.dta,"2017,2020,2023",q23_1,ec_trades_goods_abroad,EC 2017-2023: Traded goods with a foreign country in the last year,Q23.1 Did you have any transaction of goods with a foreign country during the la
pooled:EC_pooled_establishment.dta,"2017,2020,2023",q23_2,ec_trades_services_abroad,EC 2017-2023: Traded services with a foreign country in the last year,Q23.2 Did you have any transaction of services with a foreign country during the
pooled:EC_pooled_establishment.dta,"2017,2020,2023",q24,ec_type_taxes_paid_2017_2023,EC 2017-2023: Type of taxes paid,Q24. What type of taxes do you pay?
pooled:EC_pooled_establishment.dta,2014,q24_v2,ec_capital_employed_2014,"EC 2014: Employed capital, bracket in Rwandan francs",EMPLOYED CAPITAL
pooled:EC_pooled_establishment.dta,"2017,2020,2023",q24a,ec_pays_vat,EC 2017-2023: Pays value added tax (VAT),Q24A Value Added Tax (VAT)
pooled:EC_pooled_establishment.dta,"2017,2020,2023",q24b,ec_pays_tpr_paye,EC 2017-2023: Pays TPR / PAYE,Q24B TPR/PAYE
pooled:EC_pooled_establishment.dta,"2017,2020,2023",q24c,ec_pays_income_tax,EC 2017-2023: Pays income tax,Q24C Income tax
pooled:EC_pooled_establishment.dta,"2017,2020,2023",q24d,ec_pays_excise_duty,EC 2017-2023: Pays excise duties,Q24D Excise duties tax
pooled:EC_pooled_establishment.dta,"2017,2020,2023",q24e,ec_pays_import_duty,EC 2017-2023: Pays import duties,Q24E Import duties tax
pooled:EC_pooled_establishment.dta,"2017,2020,2023",q24f,ec_pays_trading_license,EC 2017-2023: Pays the trading license tax,Q24F Trading license tax
pooled:EC_pooled_establishment.dta,"2017,2020,2023",q24g,ec_pays_rental_income_tax,EC 2017-2023: Pays rental income tax,Q24G Rental income tax
pooled:EC_pooled_establishment.dta,"2017,2020,2023",q24h,ec_pays_flat_tax,EC 2017-2023: Pays the flat tax,Q24H Flat tax
pooled:EC_pooled_establishment.dta,"2017,2020,2023",q24z,ec_pays_no_tax,EC 2017-2023: Pays no tax,Q24Z No tax
pooled:EC_pooled_establishment.dta,"2017,2020,2023",q25,ec_has_tin_2017_2023,EC 2017-2023: Has a taxpayer identification number (TIN),Q25. Do you have a tin number
pooled:EC_pooled_establishment.dta,2014,q25_v2,ec_annual_income_2014,"EC 2014: Annual income in 2013, bracket in Rwandan francs",REVENUE/INCOME IN 2013
pooled:EC_pooled_establishment.dta,2014,q26,ec_start_contribution_2014,"EC 2014: Contribution to start the establishment, bracket in Rwandan francs",CONTRIBUTIONS
pooled:EC_pooled_establishment.dta,2014,q27a,ec_registered_sector_2014,EC 2014: Registered with the sector,Registration at Sector
pooled:EC_pooled_establishment.dta,2014,q27b,ec_registered_district_2014,EC 2014: Registered with the district,Registration at District
pooled:EC_pooled_establishment.dta,2014,q27c,ec_registered_rca_2014,EC 2014: Registered with the Rwanda Cooperative Agency (RCA),Registration at Rwanda Cooperative Agency (RCA)
pooled:EC_pooled_establishment.dta,2014,q27d,ec_registered_psf_2014,EC 2014: Registered with the Private Sector Federation (PSF),Registration at Private Sector Federation (PSF)
pooled:EC_pooled_establishment.dta,2014,q27e,ec_registered_rgb_2014,EC 2014: Registered with the Rwanda Governance Board (RGB),Registration at Rwanda Governance Board (RGB)
pooled:EC_pooled_establishment.dta,2014,q27f,ec_registered_rssb_2014,EC 2014: Registered with the Social Security Fund (RSSB),Registration at Social Security Fund (RSSB)
pooled:EC_pooled_establishment.dta,2014,q27g,ec_registered_rdb_2014,EC 2014: Registered with the Rwanda Development Board (RDB),Registration at Rwanda Development Board (RDB)
pooled:EC_pooled_establishment.dta,2014,q27h,ec_registered_rra_2014,EC 2014: Registered with the Rwanda Revenue Authority (RRA),Registrastion at Rwanda Revenue Authority (RRA)
pooled:EC_pooled_establishment.dta,2014,q27ia,ec_registered_other_2014,EC 2014: Registered with other institutions,Registration at Other institutions
pooled:EC_pooled_establishment.dta,2014,q28,ec_trades_abroad_2014,EC 2014: Buys or sells goods or services abroad,DO YOU BUY OR SELL GOODS/SERVICES ABROAD
pooled:EC_pooled_establishment.dta,2014,q29a,ec_pays_vat_2014,EC 2014: Pays value added tax (VAT),Value Added Tax (VAT)
pooled:EC_pooled_establishment.dta,2014,q29c,ec_pays_income_tax_2014,EC 2014: Pays income tax,Income tax
pooled:EC_pooled_establishment.dta,2014,q29d,ec_pays_excise_duty_2014,EC 2014: Pays excise duties,Excise duties tax
pooled:EC_pooled_establishment.dta,2014,q29e,ec_pays_import_duty_2014,EC 2014: Pays import duties,Import duties tax
pooled:EC_pooled_establishment.dta,2014,q29f,ec_pays_trading_license_2014,EC 2014: Pays the trading license tax,Trading license tax
pooled:EC_pooled_establishment.dta,2014,q29g,ec_pays_rental_income_tax_2014,EC 2014: Pays rental income tax,Rental income tax
pooled:EC_pooled_establishment.dta,2014,q29h,ec_pays_flat_tax_2014,EC 2014: Pays the flat tax,Flat tax
pooled:EC_pooled_establishment.dta,"2014,2017,2020,2023",q3,ec_working_status,"EC 2014-2023: Working status (operating, closed temporarily or permanently)",Q3.1. Working status
pooled:EC_pooled_establishment.dta,2014,q30,ec_has_tin_2014,EC 2014: Has a taxpayer identification number (TIN),DO YOU HAVE A TIN NUMBER ?
pooled:EC_pooled_establishment.dta,"2017,2020,2023",q4_2,ec_manager_sex,EC 2017-2023: Sex of the manager,Q4.2 Manager sex
pooled:EC_pooled_establishment.dta,"2017,2020,2023",q4_3,ec_manager_age,EC 2017-2023: Age of the manager,Q4.3 Manager age
pooled:EC_pooled_establishment.dta,2014,q4b,ec_manager_sex_2014,EC 2014: Sex of the manager,GENDER OF MANAGER
pooled:EC_pooled_establishment.dta,2014,q4c,ec_manager_age_2014,EC 2014: Age of the manager,AGE OF MANAGER
pooled:EC_pooled_establishment.dta,"2017,2020",q5_1,ec_start_month,EC 2017-2020: Month of starting operation in Rwanda,Q5.1 Month of starting operation in Rwanda
pooled:EC_pooled_establishment.dta,"2017,2020,2023",q5_2,ec_start_year,EC 2017-2023: Year of starting operation in Rwanda,Year of starting operation in Rwanda
pooled:EC_pooled_establishment.dta,2014,q5a,ec_start_month_2014,EC 2014: Month of starting operation,MONTH OF STARTING OPERATION
pooled:EC_pooled_establishment.dta,2014,q5b,ec_start_year_2014,EC 2014: Year of starting operation,YEAR OF STARTING OPERATION
pooled:EC_pooled_establishment.dta,"2017,2020,2023",q6_1,ec_main_activity_section,"EC 2017-2023: Main economic activity, ISIC section (one digit)",ISIC1 Major economic activity
pooled:EC_pooled_establishment.dta,"2017,2020,2023",q7,ec_institutional_sector,EC 2017-2023: Institutional sector,Q7 Institutional sector
pooled:EC_pooled_establishment.dta,"2017,2020,2023",q8,ec_mixed_sector_2017_2023,EC 2017-2023: Category of mixed-sector establishment,Q8 Categories of mixed sector
pooled:EC_pooled_establishment.dta,2014,q8_v2,ec_institutional_sector_2014,EC 2014: Institutional sector,INSITUTIONAL SECTOR
pooled:EC_pooled_establishment.dta,"2017,2020",q9,ec_owner_nationality_2017_2020,EC 2017-2020: Nationality of the owner,Q9 Nationality of owner
pooled:EC_pooled_establishment.dta,2023,q9_v2,ec_nationality_owner_2023,EC 2023: Nationality of owner,Q9 Nationality of owner
pooled:EC_pooled_establishment.dta,2014,q9_v3,ec_private_sector_category_2014,EC 2014: Category of private-sector establishment,CATEGORIES OF PRIVATE SECTOR
pooled:EC_pooled_establishment.dta,"2017,2020,2023",rwandan_female,ec_rwandan_female_workers,EC 2017-2023: Number of Rwandan female workers,Number of FEMALE Rwandan staff
pooled:EC_pooled_establishment.dta,"2017,2020,2023",rwandan_male,ec_rwandan_male_workers,EC 2017-2023: Number of Rwandan male workers,Number of MALE Rwandan staff
pooled:EC_pooled_establishment.dta,"2017,2020,2023",rwandan_workers,ec_rwandan_workers,EC 2017-2023: Number of Rwandan workers,Total number of Rwandan staff
pooled:EC_pooled_establishment.dta,2011,s001,ec_province_name_2011,EC 2011: Name of the province as shipped,Name of Province
pooled:EC_pooled_establishment.dta,2011,s002,ec_district_name_2011,EC 2011: Name of the district as shipped,Name of District
pooled:EC_pooled_establishment.dta,2011,s003,ec_sector_name_2011,EC 2011: Name of the sector as shipped,Name of Sector
pooled:EC_pooled_establishment.dta,2011,s03,ec_working_place_2011,EC 2011: Working place of the establishment,WORKING PLACE
pooled:EC_pooled_establishment.dta,2011,s04,ec_working_status_2011,"EC 2011: Working status (operating, closed temporarily or permanently)",WORKING STATUS
pooled:EC_pooled_establishment.dta,2011,s05,ec_institutional_sector_2011,EC 2011: Institutional sector,SECTOR
pooled:EC_pooled_establishment.dta,2011,s06,ec_ownership_2011,EC 2011: Ownership of the establishment,OWNERSHIP
pooled:EC_pooled_establishment.dta,2011,s07,ec_start_year_2011,EC 2011: Year of starting operation,YEAR OF STARTING OPERATION
pooled:EC_pooled_establishment.dta,2011,s08b,ec_main_activity_isic_2011,"EC 2011: Main economic activity, ISIC code (three to four digits)",ISIC CODE
pooled:EC_pooled_establishment.dta,2011,s09,ec_legal_status_2011,EC 2011: Legal status,LEGAL STATUS
pooled:EC_pooled_establishment.dta,2011,s10a,ec_registered_rssb_2011,EC 2011: Registered with the Social Security Fund (RSSB),Social Security Fund
pooled:EC_pooled_establishment.dta,2011,s10b,ec_registered_rra_2011,EC 2011: Registered with the Rwanda Revenue Authority (RRA),Rwanda Revenue Authority
pooled:EC_pooled_establishment.dta,2011,s10c,ec_registered_rdb_2011,EC 2011: Registered with the Rwanda Development Board (RDB),Rwanda Development Board
pooled:EC_pooled_establishment.dta,2011,s10d,ec_registered_district_2011,EC 2011: Registered with the district,District
pooled:EC_pooled_establishment.dta,2011,s10e,ec_registered_sector_2011,EC 2011: Registered with the sector,Sector
pooled:EC_pooled_establishment.dta,2011,s10f,ec_registered_rca_2011,EC 2011: Registered with the Rwanda Cooperative Agency (RCA),Rwanda cooperative Agency
pooled:EC_pooled_establishment.dta,2011,s10g,ec_registered_other_gov_2011,EC 2011: Registered with other government agencies,Other GoR Agencies
pooled:EC_pooled_establishment.dta,2011,s11a,ec_pays_vat_2011,EC 2011: Pays value added tax (VAT),VAT
pooled:EC_pooled_establishment.dta,2011,s11b,ec_pays_tpr_2011,EC 2011: Pays TPR (pay-as-you-earn income tax on staff),TPR
